transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
14512,2,38,2017-01-23,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
14549,73,2353,2017-01-23,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
15592,27,2020,2017-01-23,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
16543,69,669,2017-01-23,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
17012,35,2275,2017-01-23,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
17604,80,2097,2017-01-23,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
19253,78,180,2017-01-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
19352,21,2890,2017-01-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74
19675,43,2173,2017-01-23,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
19941,74,1547,2017-01-23,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
368,25,366,2017-01-24,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
693,8,2999,2017-01-24,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13
821,2,3091,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
1430,41,470,2017-01-24,0.0,Approved,Solex,Road,medium,medium,416.98,312.74
1513,7,1326,2017-01-24,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
1554,54,787,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
1557,10,1213,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
2007,1,2329,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
2098,53,2447,2017-01-24,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
2242,55,2935,2017-01-24,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
3094,46,1863,2017-01-24,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
3133,95,1481,2017-01-24,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
3458,12,1046,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
4907,0,2433,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
5804,67,1243,2017-01-24,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
6159,54,1124,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
6244,32,854,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
6328,61,249,2017-01-24,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
6432,14,2701,2017-01-24,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
6543,62,1372,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72
6689,57,1274,2017-01-24,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
9791,65,391,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
10218,43,1457,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
10897,66,213,2017-01-24,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27
10973,22,40,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
12170,41,197,2017-01-24,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
12584,34,619,2017-01-24,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72
13262,87,3032,2017-01-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
13331,13,2446,2017-01-24,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27
13495,43,425,2017-01-24,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
13891,64,1697,2017-01-24,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
14120,90,864,2017-01-24,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
14794,90,3418,2017-01-24,1.0,Approved,Solex,Standard,low,medium,945.04,507.58
15118,26,1557,2017-01-24,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
15262,1,41,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
15293,31,1644,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
16464,93,429,2017-01-24,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
16694,1,3304,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
16726,40,112,2017-01-24,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
18178,67,3495,2017-01-24,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74
18225,15,2805,2017-01-24,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
18288,95,1021,2017-01-24,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
18766,57,3134,2017-01-24,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
19251,12,2467,2017-01-24,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
19258,29,235,2017-01-24,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
19264,15,738,2017-01-24,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
269,11,2833,2017-01-25,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
313,81,2266,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
443,52,359,2017-01-25,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
489,82,2747,2017-01-25,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
549,1,543,2017-01-25,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
574,89,2518,2017-01-25,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
726,71,352,2017-01-25,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
757,27,2488,2017-01-25,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
831,23,2524,2017-01-25,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
1057,68,1579,2017-01-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
1229,75,690,2017-01-25,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
1727,74,1960,2017-01-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
1884,4,2852,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
2697,21,2887,2017-01-25,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
2909,38,1664,2017-01-25,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51
2946,9,3375,2017-01-25,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
3176,39,952,2017-01-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
4332,67,2078,2017-01-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
4717,51,974,2017-01-25,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
4974,79,156,2017-01-25,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
5013,55,3082,2017-01-25,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
5117,55,1967,2017-01-25,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
5808,37,2552,2017-01-25,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
5923,9,2664,2017-01-25,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
5961,19,329,2017-01-25,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
6275,22,3209,2017-01-25,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
6326,62,2547,2017-01-25,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72
6327,43,3441,2017-01-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
6575,97,2011,2017-01-25,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
6640,36,2276,2017-01-25,1.0,Approved,Solex,Standard,low,medium,945.04,507.58
6962,62,895,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
8328,84,2634,2017-01-25,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
9205,2,404,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
9906,79,3384,2017-01-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
10360,42,2936,2017-01-25,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9
10488,12,2588,2017-01-25,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
11883,99,1989,2017-01-25,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
11915,27,87,2017-01-25,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
12914,0,3312,2017-01-25,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
13261,88,2511,2017-01-25,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
13538,0,3437,2017-01-25,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
13551,61,1797,2017-01-25,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
13700,77,832,2017-01-25,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
14179,26,231,2017-01-25,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
14699,26,1178,2017-01-25,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
14862,50,1160,2017-01-25,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
14947,15,423,2017-01-25,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
15227,74,3425,2017-01-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
15534,0,1428,2017-01-25,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15801,51,1018,2017-01-25,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
15926,2,24,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
16245,83,2788,2017-01-25,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
16986,28,353,2017-01-25,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
17016,91,1794,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26
17268,52,2034,2017-01-25,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
17448,5,2067,2017-01-25,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
18461,5,2930,2017-01-25,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
18619,3,2368,2017-01-25,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
19134,32,3140,2017-01-25,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
19386,65,2503,2017-01-25,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
19532,46,29,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51
19585,68,2120,2017-01-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
143,60,2135,2017-01-26,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
522,7,3013,2017-01-26,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
813,76,673,2017-01-26,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85
920,78,2309,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
1021,52,482,2017-01-26,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
1776,32,316,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
1877,1,126,2017-01-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
2542,10,3480,2017-01-26,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
2901,59,2242,2017-01-26,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58
3067,32,385,2017-01-26,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
4178,33,1844,2017-01-26,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
4355,30,646,2017-01-26,1.0,Approved,Solex,Standard,high,medium,748.17,448.9
4396,41,2384,2017-01-26,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
5759,43,859,2017-01-26,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
6177,50,959,2017-01-26,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6688,18,2052,2017-01-26,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45
7025,85,3489,2017-01-26,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
7234,0,2636,2017-01-26,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
8135,100,2133,2017-01-26,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
9045,78,418,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
9439,61,137,2017-01-26,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
9869,32,1896,2017-01-26,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4
10073,74,3072,2017-01-26,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
10577,10,718,2017-01-26,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
10710,0,2682,2017-01-26,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
11344,58,1515,2017-01-26,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
12082,14,167,2017-01-26,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
12319,88,2106,2017-01-26,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12756,16,512,2017-01-26,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
12786,24,2367,2017-01-26,1.0,Approved,Solex,Road,medium,large,1777.8,820.78
12984,77,143,2017-01-26,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
13204,43,887,2017-01-26,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
13249,15,3284,2017-01-26,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
13323,7,2475,2017-01-26,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
13640,95,976,2017-01-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
14087,100,604,2017-01-26,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
15000,77,276,2017-01-26,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
15408,35,2849,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
15553,73,3007,2017-01-26,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
15607,14,1191,2017-01-26,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
15628,76,2737,2017-01-26,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85
15895,66,264,2017-01-26,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33
16078,47,1932,2017-01-26,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
16591,0,2867,2017-01-26,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
16675,6,2718,2017-01-26,0.0,Cancelled,Solex,Standard,high,medium,748.17,448.9
18027,35,472,2017-01-26,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4
19012,84,3398,2017-01-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
19286,32,2487,2017-01-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
19703,62,2433,2017-01-26,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8
19991,78,425,2017-01-26,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
572,4,2770,2017-01-27,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
1666,18,883,2017-01-27,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45
2054,12,3075,2017-01-27,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
2083,74,2822,2017-01-27,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
2428,7,420,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
3303,57,1773,2017-01-27,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
3443,0,1640,2017-01-27,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
3516,41,1783,2017-01-27,0.0,Approved,Solex,Road,medium,medium,416.98,312.74
3576,90,1434,2017-01-27,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
3598,29,300,2017-01-27,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
3776,83,2085,2017-01-27,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
4325,72,1353,2017-01-27,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
4827,52,1954,2017-01-27,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
5531,60,1069,2017-01-27,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
5785,28,2272,2017-01-27,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
5959,31,1693,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
6157,48,3174,2017-01-27,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
6278,100,1893,2017-01-27,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
6648,51,1996,2017-01-27,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
7366,75,814,2017-01-27,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
7815,56,475,2017-01-27,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
9145,52,3343,2017-01-27,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
9502,19,406,2017-01-27,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
13041,44,2600,2017-01-27,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
13385,83,1407,2017-01-27,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03
14158,84,2643,2017-01-27,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
14195,8,1976,2017-01-27,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13
14457,32,3298,2017-01-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
14500,7,2985,2017-01-27,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
14531,32,3169,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
14628,11,562,2017-01-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
14631,92,310,2017-01-27,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
14896,0,1714,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
15560,86,777,2017-01-27,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72
15867,35,2143,2017-01-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
16701,0,5034,2017-01-27,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.2999878
17207,36,203,2017-01-27,1.0,Approved,Solex,Standard,low,medium,945.04,507.58
17337,89,1507,2017-01-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
17444,51,1381,2017-01-27,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
17521,4,3382,2017-01-27,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
18250,23,670,2017-01-27,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
18763,21,1309,2017-01-27,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
19207,10,1506,2017-01-27,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
19620,76,2583,2017-01-27,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85
19990,55,135,2017-01-27,1.0,Cancelled,Trek Bicycles,Road,medium,large,1894.19,598.76
20,25,3002,2017-01-28,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
1093,71,1033,2017-01-28,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
1178,72,2591,2017-01-28,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
1457,9,792,2017-01-28,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
3392,17,710,2017-01-28,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
3432,7,907,2017-01-28,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
3594,14,2534,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
3890,33,3154,2017-01-28,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
5499,44,2995,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
5971,0,3372,2017-01-28,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
6340,36,1973,2017-01-28,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51
6446,25,3126,2017-01-28,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4
7096,77,6,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
7098,100,1480,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
7527,94,3222,2017-01-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
8284,14,2336,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
9245,10,1713,2017-01-28,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18
9662,49,1407,2017-01-28,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
9784,21,1513,2017-01-28,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
10130,93,1947,2017-01-28,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
10935,21,2811,2017-01-28,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
11482,27,1621,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
11584,50,3065,2017-01-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
12450,36,1861,2017-01-28,0.0,Approved,Solex,Standard,low,medium,945.04,507.58
12568,84,2804,2017-01-28,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
12616,57,2449,2017-01-28,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
12863,90,900,2017-01-28,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
12936,85,2909,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
13107,69,3340,2017-01-28,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
13630,67,1086,2017-01-28,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
13856,86,2125,2017-01-28,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72
13958,3,2331,2017-01-28,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
14406,0,1810,2017-01-28,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26
14610,77,1432,2017-01-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
15075,55,2041,2017-01-28,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
15751,35,844,2017-01-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
15783,85,502,2017-01-28,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
16284,14,2012,2017-01-28,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75
16503,37,3030,2017-01-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
17879,0,86,2017-01-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
18319,65,1842,2017-01-28,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
19164,53,2890,2017-01-28,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
247,15,3393,2017-01-29,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
670,5,112,2017-01-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
1299,70,668,2017-01-29,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
1761,40,1036,2017-01-29,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9
1772,0,3112,2017-01-29,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
2124,86,2780,2017-01-29,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
2985,21,3232,2017-01-29,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74
3178,97,1863,2017-01-29,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
3228,95,1503,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
4006,33,2402,2017-01-29,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
4743,21,943,2017-01-29,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74
4852,13,1762,2017-01-29,1.0,Cancelled,Solex,Standard,medium,medium,1163.89,589.27
4931,21,2451,2017-01-29,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74
5149,44,1533,2017-01-29,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
5463,59,2052,2017-01-29,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58
6559,24,2537,2017-01-29,1.0,Approved,Solex,Road,medium,large,1777.8,820.78
6850,50,1878,2017-01-29,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92
6872,2,1574,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
7352,78,2639,2017-01-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
7533,89,2140,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
7814,43,478,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49
8668,2,2537,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62
8845,96,1746,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
10070,56,1766,2017-01-29,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
10633,63,478,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59
12153,37,255,2017-01-29,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
12361,31,1762,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
12640,15,231,2017-01-29,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
12962,2,1522,2017-01-29,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62
14285,42,1518,2017-01-29,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9
14501,84,3104,2017-01-29,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
17056,62,1029,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72
17127,3,402,2017-01-29,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
17253,61,249,2017-01-29,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
17316,0,950,2017-01-29,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
